objid,bsid,did,nseq,rssi,time_ux,bs_lat,bs_lng
575549d6864fce568993d820,2999,476515.0,1.0,-98.0,1465207254000.0,39.793585076999996,-105.01825064
575549d6864fce568993d820,3256,476515.0,1.0,-132.66666666700002,1465207254000.0,39.864167432100004,-104.919153306
575549d6864fce568993d820,3357,476515.0,1.0,-128.66666666700002,1465207254000.0,39.8534180447,-104.985877334
575549d6864fce568993d820,3410,476515.0,1.0,-117.5,1465207254000.0,39.7776897533,-105.00242432600001
575549d6864fce568993d820,3412,476515.0,1.0,-128.5,1465207254000.0,39.8241946127,-104.998428692
575549d6864fce568993d820,3415,476515.0,1.0,-129.33333333299998,1465207254000.0,39.7861926929,-104.939771784
575549d6864fce568993d820,3545,476515.0,1.5,-121.5,1465207254000.0,39.8719024671,-105.058841789
575549d6864fce568993d820,3548,476515.0,1.0,-128.33333333299998,1465207254000.0,39.7448482036,-105.01004810200001
575549d6864fce568993d820,3554,476515.0,1.0,-122.333333333,1465207254000.0,39.9107575566,-105.094683961
575549d6864fce568993d820,3555,476515.0,1.0,-126.0,1465207254000.0,39.8774948036,-105.031298006
575549d6864fce568993d820,3558,476515.0,1.0,-122.666666667,1465207254000.0,39.8100546588,-105.010413445
575549d6864fce568993d820,3562,476515.0,1.5,-121.5,1465207254000.0,39.7977059038,-105.06023374899999
575549d6864fce568993d820,3563,476515.0,0.5,-134.0,1465207254000.0,39.8167547068,-105.17152169
575549d6864fce568993d820,3565,476515.0,1.0,-122.666666667,1465207254000.0,39.9040824664,-105.07782543
575549d6864fce568993d820,3569,476515.0,1.0,-134.0,1465207254000.0,39.8887249889,-105.080291033
575549d6864fce568993d820,3576,476515.0,1.0,-132.66666666700002,1465207254000.0,39.8490078949,-105.01559880100001
575549d6864fce568993d820,3579,476515.0,2.0,-116.0,1465207254000.0,39.7550193847,-105.043314763
575549d6864fce568993d820,3581,476515.0,1.0,-128.0,1465207254000.0,39.7181196801,-105.066747888
575549d6864fce568993d820,3907,476515.0,2.0,-138.0,1465207254000.0,40.0084664285,-105.181416183
575549d6864fce568993d820,4056,476515.0,2.0,-122.0,1465207254000.0,39.7719150146,-105.00941593600001
575549d6864fce568993d820,4064,476515.0,1.0,-127.666666667,1465207254000.0,39.9949158653,-105.12260793700001
575549d6864fce568993d820,4065,476515.0,1.5,-138.0,1465207254000.0,39.9620227856,-105.004460667
575549d6864fce568993d820,4088,476515.0,1.0,-136.66666666700002,1465207254000.0,39.896455075700004,-104.903803126
575549d6864fce568993d820,4105,476515.0,0.5,-132.0,1465207254000.0,39.953061703,-104.91590674700001
575549d6864fce568993d820,4148,476515.0,1.0,-140.0,1465207254000.0,39.8797135423,-105.147630926
575549d6864fce568993d820,4157,476515.0,2.0,-131.0,1465207254000.0,39.8054198019,-105.040942297
575549d6864fce568993d820,4205,476515.0,1.0,-135.66666666700002,1465207254000.0,40.0206281371,-105.044876975
575549d6864fce568993d820,7382,476515.0,2.0,-136.0,1465207254000.0,39.7435206571,-105.00091687
575549d6864fce568993d820,7456,476515.0,1.0,-126.0,1465207254000.0,39.7821125865,-105.072700822
575549d6864fce568993d820,7738,476515.0,0.5,-126.0,1465207254000.0,39.9558424712,-105.154392211
575549d6864fce568993d820,7789,476515.0,0.5,-138.0,1465207254000.0,39.9757943773,-105.208553135
575549d6864fce568993d820,8351,476515.0,0.0,-135.0,1465207254000.0,39.730086522600004,-104.919390566
575549d6864fce568993d820,8356,476515.0,1.0,-126.333333333,1465207254000.0,39.757033524499995,-104.976126764
575549d6864fce568993d820,8371,476515.0,1.5,-136.0,1465207254000.0,39.926529374,-104.919357608
575549d6864fce568993d820,8426,476515.0,0.5,-125.0,1465207254000.0,39.8048890313,-104.97086416799999
575549d6864fce568993d820,8446,476515.0,1.5,-127.0,1465207254000.0,39.8056964255,-105.056208144
575549d6864fce568993d820,8450,476515.0,0.5,-139.5,1465207254000.0,40.000066272199994,-105.17671927200001
575549d6864fce568993d820,8470,476515.0,1.5,-130.5,1465207254000.0,39.8387400544,-105.085159501
575549d6864fce568993d820,8475,476515.0,1.0,-130.33333333299998,1465207254000.0,39.811782105,-105.02632891100001
575549d6864fce568993d820,8509,476515.0,0.0,-137.0,1465207254000.0,39.8127198926,-105.06903626
575549d6864fce568993d820,9899,476515.0,1.0,-119.333333333,1465207254000.0,39.7914022708,-105.02660482
575549d6864fce568993d820,10134,476515.0,1.0,-141.0,1465207254000.0,39.9410602308,-104.983359838
57554c2af0fe6e0c9ffeccc8,1878,476212.0,1.0,-124.5,1465207850000.0,39.803794978,-105.07208998899999
57554c2af0fe6e0c9ffeccc8,2610,476212.0,1.5,-129.5,1465207850000.0,39.7979686649,-105.073460438
57554c2af0fe6e0c9ffeccc8,2617,476212.0,1.0,-140.0,1465207850000.0,39.7799081609,-105.06247933799999
57554c2af0fe6e0c9ffeccc8,2731,476212.0,1.0,-114.0,1465207850000.0,39.7814639251,-105.040763432
57554c2af0fe6e0c9ffeccc8,3556,476212.0,0.5,-123.0,1465207850000.0,39.7806581352,-105.05367626799999
57554c2af0fe6e0c9ffeccc8,3562,476212.0,1.0,-118.666666667,1465207850000.0,39.7977059038,-105.06023374899999
57554c2af0fe6e0c9ffeccc8,4058,476212.0,0.0,-120.0,1465207850000.0,39.7832105294,-105.088746775
57554c2af0fe6e0c9ffeccc8,7456,476212.0,1.0,-132.0,1465207850000.0,39.7821125865,-105.072700822
57554c2af0fe6e0c9ffeccc8,8352,476212.0,0.0,-131.0,1465207850000.0,39.7616334244,-105.025752947
57554e493e952e04b3cad219,1878,476212.0,1.0,-128.0,1465208393000.0,39.803794978,-105.07208998899999
57554e493e952e04b3cad219,2610,476212.0,0.5,-134.5,1465208393000.0,39.7979686649,-105.073460438
57554e493e952e04b3cad219,2731,476212.0,1.0,-112.333333333,1465208393000.0,39.7814639251,-105.040763432
57554e493e952e04b3cad219,3556,476212.0,1.0,-124.0,1465208393000.0,39.7806581352,-105.05367626799999
57554e493e952e04b3cad219,3562,476212.0,0.5,-124.0,1465208393000.0,39.7977059038,-105.06023374899999
57554e4ef0fe6e0c9f002ffb,2617,476185.0,0.0,-129.0,1465208398000.0,39.7799081609,-105.06247933799999
57554e4ef0fe6e0c9f002ffb,3562,476185.0,2.0,-120.0,1465208398000.0,39.7977059038,-105.06023374899999
57554e4ef0fe6e0c9f002ffb,8470,476185.0,2.0,-123.0,1465208398000.0,39.8387400544,-105.085159501
57554eb5864fce5689971086,2189,476515.0,1.0,-130.5,1465208501000.0,39.8176539435,-105.050983775
57554eb5864fce5689971086,2610,476515.0,2.0,-128.0,1465208501000.0,39.7979686649,-105.073460438
57554eb5864fce5689971086,2617,476515.0,0.5,-133.0,1465208501000.0,39.7799081609,-105.06247933799999
57554eb5864fce5689971086,2731,476515.0,1.0,-114.5,1465208501000.0,39.7814639251,-105.040763432
57554eb5864fce5689971086,3556,476515.0,1.0,-110.333333333,1465208501000.0,39.7806581352,-105.05367626799999
57554eb5864fce5689971086,3562,476515.0,1.0,-117.0,1465208501000.0,39.7977059038,-105.06023374899999
57554eb5864fce5689971086,4157,476515.0,0.0,-135.0,1465208501000.0,39.8054198019,-105.040942297
5755511e3e952e04b3ccb4c5,1859,476515.0,1.0,-129.5,1465209118000.0,39.7048869498,-105.01639226700001
5755511e3e952e04b3ccb4c5,1878,476515.0,0.5,-129.0,1465209118000.0,39.803794978,-105.07208998899999
5755511e3e952e04b3ccb4c5,2610,476515.0,1.0,-135.0,1465209118000.0,39.7979686649,-105.073460438
5755511e3e952e04b3ccb4c5,2617,476515.0,1.0,-133.66666666700002,1465209118000.0,39.7799081609,-105.06247933799999
5755511e3e952e04b3ccb4c5,2731,476515.0,0.5,-114.5,1465209118000.0,39.7814639251,-105.040763432
5755511e3e952e04b3ccb4c5,3556,476515.0,1.0,-121.0,1465209118000.0,39.7806581352,-105.05367626799999
5755511e3e952e04b3ccb4c5,3562,476515.0,2.0,-121.0,1465209118000.0,39.7977059038,-105.06023374899999
5755511e3e952e04b3ccb4c5,3579,476515.0,0.0,-126.0,1465209118000.0,39.7550193847,-105.043314763
5755511e3e952e04b3ccb4c5,4058,476515.0,2.0,-124.0,1465209118000.0,39.7832105294,-105.088746775
5755511e3e952e04b3ccb4c5,4157,476515.0,0.0,-135.0,1465209118000.0,39.8054198019,-105.040942297
5755511e3e952e04b3ccb4c5,8356,476515.0,0.5,-132.5,1465209118000.0,39.757033524499995,-104.976126764
5755511e3e952e04b3ccb4c5,9899,476515.0,0.0,-137.0,1465209118000.0,39.7914022708,-105.02660482
5755523a864fce5689994c36,3527,476327.0,0.5,-131.0,1465209402000.0,39.5752054873,-104.855070846
5755603b864fce5689a23065,1741,476185.0,1.0,-110.666666667,1465212987000.0,39.8078782841,-105.04775652299999
5755603b864fce5689a23065,1878,476185.0,0.5,-128.0,1465212987000.0,39.803794978,-105.07208998899999
5755603b864fce5689a23065,1987,476185.0,1.0,-117.0,1465212987000.0,39.807840941900004,-105.043755461
5755603b864fce5689a23065,1988,476185.0,0.0,-133.0,1465212987000.0,39.926397002600005,-105.084103021
5755603b864fce5689a23065,1994,476185.0,1.0,-130.33333333299998,1465212987000.0,39.8181435025,-105.047564818
5755603b864fce5689a23065,1996,476185.0,1.0,-103.666666667,1465212987000.0,39.8162240841,-105.045346792
5755603b864fce5689a23065,2189,476185.0,1.0,-121.333333333,1465212987000.0,39.8176539435,-105.050983775
5755603b864fce5689a23065,2617,476185.0,1.0,-140.66666666700002,1465212987000.0,39.7799081609,-105.06247933799999
5755603b864fce5689a23065,2731,476185.0,0.5,-126.0,1465212987000.0,39.7814639251,-105.040763432
5755603b864fce5689a23065,2999,476185.0,1.0,-121.333333333,1465212987000.0,39.793585076999996,-105.01825064
5755603b864fce5689a23065,3412,476185.0,1.0,-120.333333333,1465212987000.0,39.8241946127,-104.998428692
5755603b864fce5689a23065,3538,476185.0,1.0,-125.333333333,1465212987000.0,39.8216715273,-105.023146494
5755603b864fce5689a23065,3556,476185.0,1.0,-131.66666666700002,1465212987000.0,39.7806581352,-105.05367626799999
5755603b864fce5689a23065,3562,476185.0,1.0,-122.5,1465212987000.0,39.7977059038,-105.06023374899999
5755603b864fce5689a23065,3579,476185.0,1.0,-119.333333333,1465212987000.0,39.7550193847,-105.043314763
5755603b864fce5689a23065,4157,476185.0,1.0,-117.0,1465212987000.0,39.8054198019,-105.040942297
5755603b864fce5689a23065,8446,476185.0,1.0,-129.33333333299998,1465212987000.0,39.8056964255,-105.056208144
5755603b864fce5689a23065,8470,476185.0,2.0,-134.0,1465212987000.0,39.8387400544,-105.085159501
5755603b864fce5689a23065,8475,476185.0,1.0,-130.66666666700002,1465212987000.0,39.811782105,-105.02632891100001
5755603b864fce5689a23065,8509,476185.0,0.0,-139.0,1465212987000.0,39.8127198926,-105.06903626
5755603b864fce5689a23065,9899,476185.0,1.0,-123.333333333,1465212987000.0,39.7914022708,-105.02660482
575562b6f0fe6e0c9f0cc98b,1741,476185.0,1.0,-114.0,1465213622000.0,39.8078782841,-105.04775652299999
575562b6f0fe6e0c9f0cc98b,1859,476185.0,1.0,-130.0,1465213622000.0,39.7048869498,-105.01639226700001
575562b6f0fe6e0c9f0cc98b,1878,476185.0,1.0,-130.0,1465213622000.0,39.803794978,-105.07208998899999
575562b6f0fe6e0c9f0cc98b,1987,476185.0,1.5,-125.0,1465213622000.0,39.807840941900004,-105.043755461
575562b6f0fe6e0c9f0cc98b,1988,476185.0,1.0,-129.66666666700002,1465213622000.0,39.926397002600005,-105.084103021
575562b6f0fe6e0c9f0cc98b,1994,476185.0,0.5,-137.0,1465213622000.0,39.8181435025,-105.047564818
575562b6f0fe6e0c9f0cc98b,1996,476185.0,1.0,-116.333333333,1465213622000.0,39.8162240841,-105.045346792
575562b6f0fe6e0c9f0cc98b,2189,476185.0,1.0,-116.0,1465213622000.0,39.8176539435,-105.050983775
575562b6f0fe6e0c9f0cc98b,2617,476185.0,1.5,-145.0,1465213622000.0,39.7799081609,-105.06247933799999
575562b6f0fe6e0c9f0cc98b,2799,476185.0,1.5,-129.5,1465213622000.0,39.7530526327,-104.94102169899999
575562b6f0fe6e0c9f0cc98b,2862,476185.0,0.0,-132.0,1465213622000.0,39.7777762414,-104.96330486
575562b6f0fe6e0c9f0cc98b,2999,476185.0,1.0,-125.666666667,1465213622000.0,39.793585076999996,-105.01825064
575562b6f0fe6e0c9f0cc98b,3357,476185.0,1.5,-132.5,1465213622000.0,39.8534180447,-104.985877334
575562b6f0fe6e0c9f0cc98b,3412,476185.0,1.0,-124.333333333,1465213622000.0,39.8241946127,-104.998428692
575562b6f0fe6e0c9f0cc98b,3545,476185.0,1.0,-126.333333333,1465213622000.0,39.8719024671,-105.058841789
575562b6f0fe6e0c9f0cc98b,4157,476185.0,1.0,-115.333333333,1465213622000.0,39.8054198019,-105.040942297
575562b6f0fe6e0c9f0cc98b,8446,476185.0,1.0,-133.0,1465213622000.0,39.8056964255,-105.056208144
575562b6f0fe6e0c9f0cc98b,8470,476185.0,1.0,-127.666666667,1465213622000.0,39.8387400544,-105.085159501
575562b6f0fe6e0c9f0cc98b,8475,476185.0,1.0,-133.5,1465213622000.0,39.811782105,-105.02632891100001
575562b6f0fe6e0c9f0cc98b,8509,476185.0,1.0,-133.66666666700002,1465213622000.0,39.8127198926,-105.06903626
575562b6f0fe6e0c9f0cc98b,9899,476185.0,1.0,-126.666666667,1465213622000.0,39.7914022708,-105.02660482
575566ecf0fe6e0c9f0f4c53,2617,476515.0,1.0,-144.0,1465214700000.0,39.7799081609,-105.06247933799999
575566ecf0fe6e0c9f0f4c53,2731,476515.0,1.0,-107.333333333,1465214700000.0,39.7814639251,-105.040763432
575566ecf0fe6e0c9f0f4c53,3556,476515.0,1.0,-121.666666667,1465214700000.0,39.7806581352,-105.05367626799999
575566ecf0fe6e0c9f0f4c53,4058,476515.0,1.0,-122.0,1465214700000.0,39.7832105294,-105.088746775
57556948f0fe6e0c9f10ac1b,2189,476515.0,0.0,-136.0,1465215304000.0,39.8176539435,-105.050983775
57556948f0fe6e0c9f10ac1b,2610,476515.0,0.0,-138.0,1465215304000.0,39.7979686649,-105.073460438
57556948f0fe6e0c9f10ac1b,2617,476515.0,1.0,-141.0,1465215304000.0,39.7799081609,-105.06247933799999
57556948f0fe6e0c9f10ac1b,2731,476515.0,1.0,-103.333333333,1465215304000.0,39.7814639251,-105.040763432
57556948f0fe6e0c9f10ac1b,3556,476515.0,0.0,-125.0,1465215304000.0,39.7806581352,-105.05367626799999
57556948f0fe6e0c9f10ac1b,4058,476515.0,0.0,-121.0,1465215304000.0,39.7832105294,-105.088746775
57556948f0fe6e0c9f10ac1b,7456,476515.0,0.0,-138.0,1465215304000.0,39.7821125865,-105.072700822
57556d25864fce5689a9df64,1476,476503.0,0.0,-139.0,1465216293000.0,39.7050706005,-105.14558114200001
57556d25864fce5689a9df64,1872,476503.0,1.0,-111.666666667,1465216293000.0,39.823856259,-105.239120142
57556d25864fce5689a9df64,2846,476503.0,0.5,-134.5,1465216293000.0,39.666187571,-105.077529959
57556d25864fce5689a9df64,3578,476503.0,0.0,-135.0,1465216293000.0,39.7286509462,-105.163031574
57557b7c3e952e04b3e6ac9b,1012,476503.0,1.0,-137.0,1465219964000.0,39.8985659122,-105.21004228700001
57557b7c3e952e04b3e6ac9b,1872,476503.0,1.0,-105.333333333,1465219964000.0,39.823856259,-105.239120142
57557b7c3e952e04b3e6ac9b,1878,476503.0,1.5,-131.0,1465219964000.0,39.803794978,-105.07208998899999
57557b7c3e952e04b3e6ac9b,3403,476503.0,2.0,-134.0,1465219964000.0,39.8079156368,-105.09785877799999
57557b7c3e952e04b3e6ac9b,3563,476503.0,1.0,-126.0,1465219964000.0,39.8167547068,-105.17152169
57557b7c3e952e04b3e6ac9b,8473,476503.0,1.0,-126.333333333,1465219964000.0,39.8457458983,-105.195932521
57557c9bf0fe6e0c9f1c37a0,1741,476212.0,1.0,-128.0,1465220251000.0,39.8078782841,-105.04775652299999
57557c9bf0fe6e0c9f1c37a0,1859,476212.0,1.0,-128.0,1465220251000.0,39.7048869498,-105.01639226700001
57557c9bf0fe6e0c9f1c37a0,1878,476212.0,1.0,-122.0,1465220251000.0,39.803794978,-105.07208998899999
57557c9bf0fe6e0c9f1c37a0,2189,476212.0,1.0,-124.0,1465220251000.0,39.8176539435,-105.050983775
57557c9bf0fe6e0c9f1c37a0,2610,476212.0,1.0,-125.0,1465220251000.0,39.7979686649,-105.073460438
57557c9bf0fe6e0c9f1c37a0,2617,476212.0,0.0,-144.0,1465220251000.0,39.7799081609,-105.06247933799999
57557c9bf0fe6e0c9f1c37a0,2731,476212.0,1.0,-115.666666667,1465220251000.0,39.7814639251,-105.040763432
57557c9bf0fe6e0c9f1c37a0,2999,476212.0,2.0,-126.0,1465220251000.0,39.793585076999996,-105.01825064
57557c9bf0fe6e0c9f1c37a0,3556,476212.0,1.0,-120.0,1465220251000.0,39.7806581352,-105.05367626799999
57557c9bf0fe6e0c9f1c37a0,3562,476212.0,1.0,-120.666666667,1465220251000.0,39.7977059038,-105.06023374899999
57557c9bf0fe6e0c9f1c37a0,3579,476212.0,1.0,-126.0,1465220251000.0,39.7550193847,-105.043314763
57557c9bf0fe6e0c9f1c37a0,4157,476212.0,1.0,-134.66666666700002,1465220251000.0,39.8054198019,-105.040942297
5755806d864fce5689b592e1,2610,476515.0,1.0,-124.0,1465221229000.0,39.7979686649,-105.073460438
5755806d864fce5689b592e1,3556,476515.0,1.5,-120.5,1465221229000.0,39.7806581352,-105.05367626799999
5755806d864fce5689b592e1,3562,476515.0,0.0,-113.0,1465221229000.0,39.7977059038,-105.06023374899999
575582623e952e04b3eae7be,3556,476212.0,1.5,-124.5,1465221730000.0,39.7806581352,-105.05367626799999
575582623e952e04b3eae7be,8352,476212.0,1.0,-128.0,1465221730000.0,39.7616334244,-105.025752947
5755877df0fe6e0c9f229e09,4058,476212.0,0.0,-105.0,1465223037000.0,39.7832105294,-105.088746775
57558a0ef0fe6e0c9f241ede,4058,476212.0,2.0,-95.0,1465223694000.0,39.7832105294,-105.088746775
57558a1df0fe6e0c9f242587,4058,476515.0,2.0,-92.0,1465223709000.0,39.7832105294,-105.088746775
57558cb93e952e04b3f10890,2605,476212.0,1.5,-137.0,1465224377000.0,39.6127445823,-105.008826579
57558cb93e952e04b3f10890,2784,476212.0,1.0,-108.666666667,1465224377000.0,39.7281854331,-105.042323764
57558cb93e952e04b3f10890,2846,476212.0,2.0,-135.0,1465224377000.0,39.666187571,-105.077529959
57558cb93e952e04b3f10890,3025,476212.0,1.5,-124.5,1465224377000.0,39.654681879099996,-105.04368528299999
57558cb93e952e04b3f10890,3414,476212.0,1.0,-108.666666667,1465224377000.0,39.747448451,-105.056730649
57558cb93e952e04b3f10890,3529,476212.0,1.0,-122.0,1465224377000.0,39.7553902903,-105.05640614100001
57558cb93e952e04b3f10890,3547,476212.0,1.5,-113.5,1465224377000.0,39.692975919,-105.044371274
57558cb93e952e04b3f10890,3581,476212.0,1.5,-121.0,1465224377000.0,39.7181196801,-105.066747888
57558cb93e952e04b3f10890,8082,476212.0,2.0,-135.0,1465224377000.0,39.495224589,-105.053108525
57558cb93e952e04b3f10890,8245,476212.0,0.0,-132.0,1465224377000.0,39.7594613083,-105.074287246
57558f1af0fe6e0c9f26fd46,1264,476515.0,1.5,-135.0,1465224986000.0,39.7471392104,-105.085312503
57558f1af0fe6e0c9f26fd46,1859,476515.0,1.0,-128.0,1465224986000.0,39.7048869498,-105.01639226700001
57558f1af0fe6e0c9f26fd46,3025,476515.0,1.0,-136.0,1465224986000.0,39.654681879099996,-105.04368528299999
57558f1af0fe6e0c9f26fd46,3547,476515.0,1.5,-131.0,1465224986000.0,39.692975919,-105.044371274
57559bd5f0fe6e0c9f2e61b2,3414,476515.0,1.5,-120.5,1465228245000.0,39.747448451,-105.056730649
57559e2a3e952e04b3fb2f91,1859,476515.0,2.0,-117.0,1465228842000.0,39.7048869498,-105.01639226700001
57559e2a3e952e04b3fb2f91,2189,476515.0,2.0,-133.0,1465228842000.0,39.8176539435,-105.050983775
57559e2a3e952e04b3fb2f91,2784,476515.0,2.0,-128.0,1465228842000.0,39.7281854331,-105.042323764
57559e2a3e952e04b3fb2f91,2799,476515.0,1.0,-131.0,1465228842000.0,39.7530526327,-104.94102169899999
57559e2a3e952e04b3fb2f91,3412,476515.0,1.0,-133.0,1465228842000.0,39.8241946127,-104.998428692
57559e2a3e952e04b3fb2f91,3548,476515.0,1.0,-126.0,1465228842000.0,39.7448482036,-105.01004810200001
57559e2a3e952e04b3fb2f91,3581,476515.0,1.5,-132.0,1465228842000.0,39.7181196801,-105.066747888
57559e2a3e952e04b3fb2f91,8245,476515.0,1.0,-136.0,1465228842000.0,39.7594613083,-105.074287246
57559f13f0fe6e0c9f304582,2605,476512.0,0.5,-143.0,1465229075000.0,39.6127445823,-105.008826579
5755a3d1864fce5689ca3f6d,3574,476212.0,1.0,-118.333333333,1465230289000.0,39.723150550999996,-104.95621566
5755a3d1864fce5689ca3f6d,4819,476212.0,1.0,-127.666666667,1465230289000.0,39.7190458354,-104.941493103
5755a668f0fe6e0c9f34a39b,3410,476212.0,0.5,-132.5,1465230952000.0,39.7776897533,-105.00242432600001
5755a668f0fe6e0c9f34a39b,3548,476212.0,1.0,-128.0,1465230952000.0,39.7448482036,-105.01004810200001
5755a668f0fe6e0c9f34a39b,3574,476212.0,1.0,-109.666666667,1465230952000.0,39.723150550999996,-104.95621566
5755a668f0fe6e0c9f34a39b,4059,476212.0,0.0,-133.0,1465230952000.0,39.7567635889,-105.02487017899999
5755a668f0fe6e0c9f34a39b,4819,476212.0,1.0,-135.0,1465230952000.0,39.7190458354,-104.941493103
5755a668f0fe6e0c9f34a39b,8474,476212.0,1.0,-124.0,1465230952000.0,39.7320448643,-104.973650831
5755a81d3e952e04b3012a5c,3574,476515.0,1.0,-131.33333333299998,1465231389000.0,39.723150550999996,-104.95621566
5755a9fb864fce5689ce0279,3571,473805.0,1.0,-134.0,1465231867000.0,39.6818757753,-104.986868354
5755acd93e952e04b303f639,1859,473805.0,0.0,-122.0,1465232601000.0,39.7048869498,-105.01639226700001
5755acdd864fce5689cfae56,3574,476515.0,1.0,-125.333333333,1465232605000.0,39.723150550999996,-104.95621566
5755af57f0fe6e0c9f39ba9c,3574,476515.0,1.0,-119.333333333,1465233239000.0,39.723150550999996,-104.95621566
5755b1b7864fce5689d28f6a,3574,476515.0,1.0,-120.0,1465233847000.0,39.723150550999996,-104.95621566
5755baf33e952e04b30bf7ff,2784,476212.0,1.0,-125.0,1465236211000.0,39.7281854331,-105.042323764
5755baf33e952e04b30bf7ff,3414,476212.0,1.0,-121.333333333,1465236211000.0,39.747448451,-105.056730649
5755baf33e952e04b30bf7ff,3529,476212.0,2.0,-128.0,1465236211000.0,39.7553902903,-105.05640614100001
5755bdd43e952e04b30d7277,4058,476515.0,1.0,-115.0,1465236948000.0,39.7832105294,-105.088746775
5755be123e952e04b30d9269,1859,476185.0,2.0,-131.0,1465237010000.0,39.7048869498,-105.01639226700001
5755be123e952e04b30d9269,1878,476185.0,1.0,-119.666666667,1465237010000.0,39.803794978,-105.07208998899999
5755be123e952e04b30d9269,1988,476185.0,1.0,-125.333333333,1465237010000.0,39.926397002600005,-105.084103021
5755be123e952e04b30d9269,1994,476185.0,1.0,-123.0,1465237010000.0,39.8181435025,-105.047564818
5755be123e952e04b30d9269,1996,476185.0,1.0,-124.0,1465237010000.0,39.8162240841,-105.045346792
5755be123e952e04b30d9269,2189,476185.0,1.0,-101.666666667,1465237010000.0,39.8176539435,-105.050983775
5755be123e952e04b30d9269,3357,476185.0,2.0,-127.0,1465237010000.0,39.8534180447,-104.985877334
5755be123e952e04b30d9269,3412,476185.0,1.0,-123.333333333,1465237010000.0,39.8241946127,-104.998428692
5755be123e952e04b30d9269,3536,476185.0,1.0,-135.33333333299998,1465237010000.0,39.8989739767,-104.98015795299999
5755be123e952e04b30d9269,3538,476185.0,1.0,-115.0,1465237010000.0,39.8216715273,-105.023146494
5755be123e952e04b30d9269,3545,476185.0,1.5,-117.5,1465237010000.0,39.8719024671,-105.058841789
5755be123e952e04b30d9269,3555,476185.0,2.0,-118.0,1465237010000.0,39.8774948036,-105.031298006
5755be123e952e04b30d9269,3562,476185.0,2.0,-128.0,1465237010000.0,39.7977059038,-105.06023374899999
5755be123e952e04b30d9269,3565,476185.0,0.0,-132.0,1465237010000.0,39.9040824664,-105.07782543
5755be123e952e04b30d9269,3576,476185.0,1.0,-133.0,1465237010000.0,39.8490078949,-105.01559880100001
5755be123e952e04b30d9269,3579,476185.0,2.0,-127.0,1465237010000.0,39.7550193847,-105.043314763
5755be123e952e04b30d9269,8368,476185.0,1.0,-137.0,1465237010000.0,39.9652836706,-104.904167461
5755be123e952e04b30d9269,8446,476185.0,1.0,-139.0,1465237010000.0,39.8056964255,-105.056208144
5755be123e952e04b30d9269,8470,476185.0,1.0,-120.666666667,1465237010000.0,39.8387400544,-105.085159501
5755be123e952e04b30d9269,8509,476185.0,1.0,-135.33333333299998,1465237010000.0,39.8127198926,-105.06903626
5755c19a864fce5689dba3cf,1264,476212.0,1.0,-132.0,1465237914000.0,39.7471392104,-105.085312503
5755c19a864fce5689dba3cf,1859,476212.0,0.0,-129.0,1465237914000.0,39.7048869498,-105.01639226700001
5755c19a864fce5689dba3cf,1878,476212.0,1.0,-122.0,1465237914000.0,39.803794978,-105.07208998899999
5755c19a864fce5689dba3cf,2610,476212.0,1.0,-127.666666667,1465237914000.0,39.7979686649,-105.073460438
5755c19a864fce5689dba3cf,2846,476212.0,1.0,-119.0,1465237914000.0,39.666187571,-105.077529959
5755c19a864fce5689dba3cf,3025,476212.0,0.5,-132.0,1465237914000.0,39.654681879099996,-105.04368528299999
5755c19a864fce5689dba3cf,3414,476212.0,1.0,-125.5,1465237914000.0,39.747448451,-105.056730649
5755c19a864fce5689dba3cf,3529,476212.0,2.0,-127.0,1465237914000.0,39.7553902903,-105.05640614100001
5755c19a864fce5689dba3cf,3570,476212.0,0.5,-125.0,1465237914000.0,39.7578896588,-105.119324332
5755c19a864fce5689dba3cf,3578,476212.0,1.0,-129.0,1465237914000.0,39.7286509462,-105.163031574
5755c19a864fce5689dba3cf,3581,476212.0,1.0,-119.5,1465237914000.0,39.7181196801,-105.066747888
5755c19a864fce5689dba3cf,4058,476212.0,1.0,-123.0,1465237914000.0,39.7832105294,-105.088746775
5755c19a864fce5689dba3cf,4147,476212.0,1.0,-131.0,1465237914000.0,39.665430287,-105.111884525
5755c19a864fce5689dba3cf,4244,476212.0,1.0,-123.333333333,1465237914000.0,39.7708525833,-105.07149416799999
5755c19a864fce5689dba3cf,7456,476212.0,1.0,-129.0,1465237914000.0,39.7821125865,-105.072700822
5755c19a864fce5689dba3cf,8245,476212.0,1.0,-122.666666667,1465237914000.0,39.7594613083,-105.074287246
5755c19a864fce5689dba3cf,8437,476212.0,1.0,-124.0,1465237914000.0,39.7594613083,-105.074287246
5755c19a864fce5689dba3cf,8472,476212.0,0.5,-134.5,1465237914000.0,39.7343296311,-105.16535491100001
5755c524864fce5689ddc538,1878,476515.0,0.0,-133.0,1465238820000.0,39.803794978,-105.07208998899999
5755c524864fce5689ddc538,2610,476515.0,0.0,-141.0,1465238820000.0,39.7979686649,-105.073460438
5755c524864fce5689ddc538,4244,476515.0,1.0,-135.5,1465238820000.0,39.7708525833,-105.07149416799999
5755c524864fce5689ddc538,8245,476515.0,0.0,-138.0,1465238820000.0,39.7594613083,-105.074287246
5755c7b3f0fe6e0c9f4755db,1264,476212.0,1.0,-132.0,1465239475000.0,39.7471392104,-105.085312503
